,0
141,"['bebop', 'cool jazz', 'jazz', 'jazz piano']"
142,"['bebop', 'cool jazz', 'jazz', 'jazz piano']"
143,"['bebop', 'cool jazz', 'jazz', 'jazz piano']"
144,"['bebop', 'cool jazz', 'jazz', 'jazz piano']"
145,"['classical', 'classical era']"
146,"['classical', 'classical era']"
147,"['classical', 'classical era']"
148,"['classical', 'classical era']"
149,"['classical', 'classical era']"
150,"['classical', 'classical era']"
151,"['classical', 'classical era']"
152,"['classical', 'classical era']"
153,"['classical', 'classical era']"
154,"['classical', 'classical era']"
155,"['classical', 'classical era']"
156,"['classical', 'classical era']"
157,"['avant-garde jazz', 'experimental', 'free improvisation', 'free jazz', 'japanese jazz', 'jazz', 'jazz fusion', 'jazz saxophone']"
158,"['avant-garde jazz', 'experimental', 'free improvisation', 'free jazz', 'japanese jazz', 'jazz', 'jazz fusion', 'jazz saxophone']"
159,"['avant-garde jazz', 'experimental', 'free improvisation', 'free jazz', 'japanese jazz', 'jazz', 'jazz fusion', 'jazz saxophone']"
160,"['avant-garde jazz', 'experimental', 'free improvisation', 'free jazz', 'japanese jazz', 'jazz', 'jazz fusion', 'jazz saxophone']"
161,"['avant-garde jazz', 'experimental', 'free improvisation', 'free jazz', 'japanese jazz', 'jazz', 'jazz fusion', 'jazz saxophone']"
162,"['avant-garde jazz', 'experimental', 'free improvisation', 'free jazz', 'japanese jazz', 'jazz', 'jazz fusion', 'jazz saxophone']"
163,"['avant-garde jazz', 'experimental', 'free improvisation', 'free jazz', 'japanese jazz', 'jazz', 'jazz fusion', 'jazz saxophone']"
164,"['dance pop', 'pop']"
165,"['dance pop', 'pop']"
166,"['dance pop', 'pop']"
167,"['dance pop', 'pop']"
168,"['dance pop', 'pop']"
169,"['dance pop', 'pop']"
170,"['dance pop', 'pop']"
171,"['dance pop', 'pop']"
172,"['dance pop', 'pop']"
173,"['dance pop', 'pop']"
174,"['dance pop', 'pop']"
175,"['classical', 'post-romantic era']"
176,"['classical', 'post-romantic era']"
177,"['classical', 'post-romantic era']"
178,"['classical', 'post-romantic era']"
179,[]
180,[]
181,[]
182,[]
183,[]
184,[]
185,[]
186,"['adult standards', 'african-american classical', 'big band', 'harlem renaissance', 'jazz', 'jazz piano', 'swing', 'vocal jazz']"
187,"['adult standards', 'african-american classical', 'big band', 'harlem renaissance', 'jazz', 'jazz piano', 'swing', 'vocal jazz']"
188,"['adult standards', 'african-american classical', 'big band', 'harlem renaissance', 'jazz', 'jazz piano', 'swing', 'vocal jazz']"
189,"['adult standards', 'african-american classical', 'big band', 'harlem renaissance', 'jazz', 'jazz piano', 'swing', 'vocal jazz']"
190,"['adult standards', 'african-american classical', 'big band', 'harlem renaissance', 'jazz', 'jazz piano', 'swing', 'vocal jazz']"
191,"['adult standards', 'african-american classical', 'big band', 'harlem renaissance', 'jazz', 'jazz piano', 'swing', 'vocal jazz']"
192,"['adult standards', 'african-american classical', 'big band', 'harlem renaissance', 'jazz', 'jazz piano', 'swing', 'vocal jazz']"
193,"['adult standards', 'african-american classical', 'big band', 'harlem renaissance', 'jazz', 'jazz piano', 'swing', 'vocal jazz']"
194,"['adult standards', 'african-american classical', 'big band', 'harlem renaissance', 'jazz', 'jazz piano', 'swing', 'vocal jazz']"
195,"['adult standards', 'african-american classical', 'big band', 'harlem renaissance', 'jazz', 'jazz piano', 'swing', 'vocal jazz']"
196,"['adult standards', 'african-american classical', 'big band', 'harlem renaissance', 'jazz', 'jazz piano', 'swing', 'vocal jazz']"
197,"['adult standards', 'african-american classical', 'big band', 'harlem renaissance', 'jazz', 'jazz piano', 'swing', 'vocal jazz']"
198,"['adult standards', 'african-american classical', 'big band', 'harlem renaissance', 'jazz', 'jazz piano', 'swing', 'vocal jazz']"
199,"['adult standards', 'african-american classical', 'big band', 'harlem renaissance', 'jazz', 'jazz piano', 'swing', 'vocal jazz']"
200,"['adult standards', 'african-american classical', 'big band', 'harlem renaissance', 'jazz', 'jazz piano', 'swing', 'vocal jazz']"
201,"['adult standards', 'african-american classical', 'big band', 'harlem renaissance', 'jazz', 'jazz piano', 'swing', 'vocal jazz']"
202,"['adult standards', 'african-american classical', 'big band', 'harlem renaissance', 'jazz', 'jazz piano', 'swing', 'vocal jazz']"
203,"['adult standards', 'african-american classical', 'big band', 'harlem renaissance', 'jazz', 'jazz piano', 'swing', 'vocal jazz']"
204,"['adult standards', 'african-american classical', 'big band', 'harlem renaissance', 'jazz', 'jazz piano', 'swing', 'vocal jazz']"
205,"['adult standards', 'african-american classical', 'big band', 'harlem renaissance', 'jazz', 'jazz piano', 'swing', 'vocal jazz']"
206,"['adult standards', 'african-american classical', 'big band', 'harlem renaissance', 'jazz', 'jazz piano', 'swing', 'vocal jazz']"
207,"['adult standards', 'african-american classical', 'big band', 'harlem renaissance', 'jazz', 'jazz piano', 'swing', 'vocal jazz']"
208,"['adult standards', 'african-american classical', 'big band', 'harlem renaissance', 'jazz', 'jazz piano', 'swing', 'vocal jazz']"
209,"['adult standards', 'african-american classical', 'big band', 'harlem renaissance', 'jazz', 'jazz piano', 'swing', 'vocal jazz']"
210,"['adult standards', 'african-american classical', 'big band', 'harlem renaissance', 'jazz', 'jazz piano', 'swing', 'vocal jazz']"
211,"['adult standards', 'african-american classical', 'big band', 'harlem renaissance', 'jazz', 'jazz piano', 'swing', 'vocal jazz']"
212,"['adult standards', 'african-american classical', 'big band', 'harlem renaissance', 'jazz', 'jazz piano', 'swing', 'vocal jazz']"
213,"['adult standards', 'african-american classical', 'big band', 'harlem renaissance', 'jazz', 'jazz piano', 'swing', 'vocal jazz']"
214,"['adult standards', 'african-american classical', 'big band', 'harlem renaissance', 'jazz', 'jazz piano', 'swing', 'vocal jazz']"
215,"['adult standards', 'african-american classical', 'big band', 'harlem renaissance', 'jazz', 'jazz piano', 'swing', 'vocal jazz']"
216,"['adult standards', 'african-american classical', 'big band', 'harlem renaissance', 'jazz', 'jazz piano', 'swing', 'vocal jazz']"
217,"['adult standards', 'african-american classical', 'big band', 'harlem renaissance', 'jazz', 'jazz piano', 'swing', 'vocal jazz']"
218,"['adult standards', 'african-american classical', 'big band', 'harlem renaissance', 'jazz', 'jazz piano', 'swing', 'vocal jazz']"
219,"['bebop', 'jazz', 'jazz piano']"
220,"['bebop', 'jazz', 'jazz piano']"
221,"['bebop', 'jazz']"
222,"['bebop', 'jazz', 'jazz piano']"
223,"['bebop', 'jazz', 'jazz piano']"
224,"['bebop', 'jazz', 'jazz piano']"
225,"['bebop', 'jazz', 'jazz piano']"
226,"['bebop', 'jazz', 'jazz piano']"
227,"['bebop', 'jazz', 'jazz piano']"
228,"['bebop', 'jazz', 'jazz piano']"
229,"['bebop', 'jazz', 'jazz piano']"
230,"['classical', 'early romantic era', 'polish classical']"
231,"['classical', 'early romantic era', 'polish classical']"
232,"['classical', 'early romantic era', 'polish classical']"
233,"['classical', 'early romantic era', 'polish classical']"
234,"['classical', 'early romantic era', 'polish classical']"
235,"['classical', 'early romantic era', 'polish classical']"
236,"['classical', 'early romantic era', 'polish classical']"
237,"['classical', 'early romantic era', 'polish classical']"
238,"['bossa nova', 'brazilian jazz', 'cool jazz', 'jazz guitar', 'mpb', 'samba', 'violao']"
239,"['bossa nova', 'brazilian jazz', 'cool jazz', 'jazz guitar', 'mpb', 'samba', 'violao']"
240,"['bossa nova', 'brazilian jazz', 'cool jazz', 'jazz guitar', 'mpb', 'samba', 'violao']"
241,"['bossa nova', 'brazilian jazz', 'cool jazz', 'jazz guitar', 'mpb', 'samba', 'violao']"
242,"['bossa nova', 'brazilian jazz', 'cool jazz', 'jazz guitar', 'mpb', 'samba', 'violao']"
243,"['bossa nova', 'brazilian jazz', 'cool jazz', 'jazz guitar', 'mpb', 'samba', 'violao']"
244,"['bossa nova', 'brazilian jazz', 'cool jazz', 'jazz guitar', 'mpb', 'samba', 'violao']"
245,"['bossa nova', 'brazilian jazz', 'cool jazz', 'jazz guitar', 'mpb', 'samba', 'violao']"
246,"['bossa nova', 'brazilian jazz', 'cool jazz', 'jazz guitar', 'mpb', 'samba', 'violao']"
247,"['bossa nova', 'brazilian jazz', 'cool jazz', 'jazz guitar', 'mpb', 'samba', 'violao']"
248,"['bossa nova', 'brazilian jazz', 'cool jazz', 'jazz guitar', 'mpb', 'samba', 'violao']"
249,"['bossa nova', 'brazilian jazz', 'cool jazz', 'jazz guitar', 'mpb', 'samba', 'violao']"
250,"['smooth jazz', 'smooth saxophone']"
251,"['smooth jazz', 'smooth saxophone']"
252,"['smooth jazz', 'smooth saxophone']"
253,"['smooth jazz', 'smooth saxophone']"
254,"['smooth jazz', 'smooth saxophone']"
255,"['smooth jazz', 'smooth saxophone']"
256,"['smooth jazz', 'smooth saxophone']"
257,"['smooth jazz', 'smooth saxophone']"
258,"['smooth jazz', 'smooth saxophone']"
259,"['smooth jazz', 'smooth saxophone']"
260,"['smooth jazz', 'smooth saxophone']"
261,"['classical', 'early modern classical']"
262,"['classical', 'early modern classical']"
263,"['classical', 'early modern classical']"
264,"['classical', 'early modern classical']"
265,"['classical', 'early modern classical']"
266,"['classical', 'early modern classical']"
267,"['classical', 'early modern classical']"
268,"['classical', 'early modern classical']"
269,"['classical', 'early modern classical']"
270,"['classical', 'early modern classical']"
271,"['classical', 'early modern classical']"
272,"['classical', 'early modern classical']"
273,"['classical', 'early modern classical']"
274,"['classical', 'early modern classical']"
275,"['classical', 'early modern classical']"
276,"['classical', 'early modern classical']"
277,"['classical', 'early modern classical']"
278,"['classical', 'early modern classical']"
279,"['classical', 'early modern classical']"
280,"['classical', 'early modern classical']"
281,"['classical', 'early modern classical']"
282,"['classical', 'early modern classical']"
283,"['classical', 'early modern classical']"
284,"['classical', 'early modern classical']"
285,"['classical', 'early modern classical']"
286,"['classical', 'early modern classical']"
287,"['classical', 'early modern classical']"
288,"['classical', 'early modern classical']"
289,"['adult standards', 'jazz blues', 'lounge', 'swing', 'vocal jazz']"
290,"['adult standards', 'jazz blues', 'lounge', 'swing', 'vocal jazz']"
291,"['adult standards', 'jazz blues', 'lounge', 'swing', 'vocal jazz']"
292,"['adult standards', 'jazz blues', 'lounge', 'swing', 'vocal jazz']"
293,"['adult standards', 'jazz blues', 'lounge', 'swing', 'vocal jazz']"
294,"['adult standards', 'jazz blues', 'lounge', 'swing', 'vocal jazz']"
295,"['adult standards', 'jazz blues', 'lounge', 'swing', 'vocal jazz']"
296,"['adult standards', 'jazz blues', 'lounge', 'swing', 'vocal jazz']"
297,"['adult standards', 'jazz blues', 'lounge', 'swing', 'vocal jazz']"
298,"['adult standards', 'jazz blues', 'lounge', 'swing', 'vocal jazz']"
299,"['adult standards', 'jazz blues', 'lounge', 'swing', 'vocal jazz']"
300,"['adult standards', 'jazz blues', 'lounge', 'swing', 'vocal jazz']"
301,"['adult standards', 'jazz blues', 'lounge', 'swing', 'vocal jazz']"
302,[]
303,"['avant-garde jazz', 'bebop', 'contemporary post-bop', 'cool jazz', 'electric bass', 'free jazz', 'hard bop', 'jazz', 'jazz double bass', 'jazz fusion']"
304,"['avant-garde jazz', 'bebop', 'contemporary post-bop', 'cool jazz', 'electric bass', 'free jazz', 'hard bop', 'jazz', 'jazz double bass', 'jazz fusion']"
305,"['avant-garde jazz', 'bebop', 'contemporary post-bop', 'cool jazz', 'electric bass', 'free jazz', 'hard bop', 'jazz', 'jazz double bass', 'jazz fusion']"
306,"['avant-garde jazz', 'bebop', 'contemporary post-bop', 'cool jazz', 'electric bass', 'free jazz', 'hard bop', 'jazz', 'jazz double bass', 'jazz fusion']"
307,"['avant-garde jazz', 'bebop', 'contemporary post-bop', 'cool jazz', 'electric bass', 'free jazz', 'hard bop', 'jazz', 'jazz double bass', 'jazz fusion']"
308,"['avant-garde jazz', 'bebop', 'contemporary post-bop', 'cool jazz', 'electric bass', 'free jazz', 'hard bop', 'jazz', 'jazz double bass', 'jazz fusion']"
309,"['avant-garde jazz', 'bebop', 'contemporary post-bop', 'cool jazz', 'electric bass', 'free jazz', 'hard bop', 'jazz', 'jazz double bass', 'jazz fusion']"
310,"['avant-garde jazz', 'bebop', 'contemporary post-bop', 'cool jazz', 'electric bass', 'free jazz', 'hard bop', 'jazz', 'jazz double bass', 'jazz fusion']"
311,"['avant-garde jazz', 'bebop', 'contemporary post-bop', 'cool jazz', 'electric bass', 'free jazz', 'hard bop', 'jazz', 'jazz double bass', 'jazz fusion']"
312,"['avant-garde jazz', 'bebop', 'contemporary post-bop', 'cool jazz', 'electric bass', 'free jazz', 'hard bop', 'jazz', 'jazz double bass', 'jazz fusion']"
313,"['classical', 'post-romantic era']"
314,"['classical', 'post-romantic era']"
315,"['classical', 'post-romantic era']"
316,"['classical', 'post-romantic era']"
317,"['classical', 'post-romantic era']"
318,"['classical', 'post-romantic era']"
319,"['adult standards', 'dixieland', 'harlem renaissance', 'jazz trumpet', 'new orleans jazz', 'swing', 'vocal jazz']"
320,"['adult standards', 'dixieland', 'harlem renaissance', 'jazz trumpet', 'new orleans jazz', 'swing', 'vocal jazz']"
321,"['adult standards', 'dixieland', 'harlem renaissance', 'jazz trumpet', 'new orleans jazz', 'swing', 'vocal jazz']"
322,"['adult standards', 'dixieland', 'harlem renaissance', 'jazz trumpet', 'new orleans jazz', 'swing', 'vocal jazz']"
323,"['adult standards', 'dixieland', 'harlem renaissance', 'jazz trumpet', 'new orleans jazz', 'swing', 'vocal jazz']"
324,"['adult standards', 'dixieland', 'harlem renaissance', 'jazz trumpet', 'new orleans jazz', 'swing', 'vocal jazz']"
325,"['adult standards', 'dixieland', 'harlem renaissance', 'jazz trumpet', 'new orleans jazz', 'swing', 'vocal jazz']"
326,"['adult standards', 'dixieland', 'harlem renaissance', 'jazz trumpet', 'new orleans jazz', 'swing', 'vocal jazz']"
327,"['adult standards', 'dixieland', 'harlem renaissance', 'jazz trumpet', 'new orleans jazz', 'swing', 'vocal jazz']"
328,"['adult standards', 'dixieland', 'harlem renaissance', 'jazz trumpet', 'new orleans jazz', 'swing', 'vocal jazz']"
329,"['adult standards', 'dixieland', 'harlem renaissance', 'jazz trumpet', 'new orleans jazz', 'swing', 'vocal jazz']"
330,"['adult standards', 'dixieland', 'harlem renaissance', 'jazz trumpet', 'new orleans jazz', 'swing', 'vocal jazz']"
331,"['adult standards', 'african-american classical', 'big band', 'harlem renaissance', 'jazz', 'jazz piano', 'swing', 'vocal jazz']"
332,"['adult standards', 'african-american classical', 'big band', 'harlem renaissance', 'jazz', 'jazz piano', 'swing', 'vocal jazz']"
333,"['adult standards', 'african-american classical', 'big band', 'harlem renaissance', 'jazz', 'jazz piano', 'swing', 'vocal jazz']"
334,"['adult standards', 'african-american classical', 'big band', 'harlem renaissance', 'jazz', 'jazz piano', 'swing', 'vocal jazz']"
335,"['adult standards', 'african-american classical', 'big band', 'harlem renaissance', 'jazz', 'jazz piano', 'swing', 'vocal jazz']"
336,"['adult standards', 'african-american classical', 'big band', 'harlem renaissance', 'jazz', 'jazz piano', 'swing', 'vocal jazz']"
337,"['adult standards', 'african-american classical', 'big band', 'harlem renaissance', 'jazz', 'jazz piano', 'swing', 'vocal jazz']"
338,"['adult standards', 'african-american classical', 'big band', 'harlem renaissance', 'jazz', 'jazz piano', 'swing', 'vocal jazz']"
339,"['adult standards', 'african-american classical', 'big band', 'harlem renaissance', 'jazz', 'jazz piano', 'swing', 'vocal jazz']"
340,"['adult standards', 'african-american classical', 'big band', 'harlem renaissance', 'jazz', 'jazz piano', 'swing', 'vocal jazz']"
341,"['adult standards', 'african-american classical', 'big band', 'harlem renaissance', 'jazz', 'jazz piano', 'swing', 'vocal jazz']"
342,"['adult standards', 'african-american classical', 'big band', 'harlem renaissance', 'jazz', 'jazz piano', 'swing', 'vocal jazz']"
343,"['classical', 'early modern classical', 'neoclassicism', 'russian modern classical']"
344,"['classical', 'early modern classical', 'neoclassicism', 'russian modern classical']"
345,"['classical', 'early modern classical', 'neoclassicism', 'russian modern classical']"
346,"['classical', 'early modern classical', 'neoclassicism', 'russian modern classical']"
347,"['classical', 'early modern classical', 'neoclassicism', 'russian modern classical']"
348,"['classical', 'early modern classical', 'neoclassicism', 'russian modern classical']"
349,"['classical', 'early modern classical', 'neoclassicism', 'russian modern classical']"
350,"['classical', 'early modern classical', 'neoclassicism', 'russian modern classical']"
351,"['classical', 'early modern classical', 'neoclassicism', 'russian modern classical']"
352,"['classical', 'early modern classical', 'neoclassicism', 'russian modern classical']"
353,"['classical', 'early modern classical', 'neoclassicism', 'russian modern classical']"
354,"['classical', 'early modern classical', 'neoclassicism', 'russian modern classical']"
355,"['classical', 'early modern classical', 'neoclassicism', 'russian modern classical']"
356,"['classical', 'early modern classical', 'neoclassicism', 'russian modern classical']"
357,"['classical', 'early modern classical', 'neoclassicism', 'russian modern classical']"
358,"['classical', 'early modern classical', 'neoclassicism', 'russian modern classical']"
359,"['classical', 'early modern classical', 'neoclassicism', 'russian modern classical']"
360,"['classical', 'early modern classical', 'neoclassicism', 'russian modern classical']"
361,[]
362,"['acoustic blues', 'blues', 'blues rock', 'country rock', 'modern blues', 'modern blues rock', 'roots rock', 'southern rock']"
363,"['acoustic blues', 'blues', 'blues rock', 'country rock', 'modern blues', 'modern blues rock', 'roots rock', 'southern rock']"
364,"['acoustic blues', 'blues', 'blues rock', 'country rock', 'modern blues', 'modern blues rock', 'roots rock', 'southern rock']"
365,"['acoustic blues', 'blues', 'blues rock', 'country rock', 'modern blues', 'modern blues rock', 'roots rock', 'southern rock']"
366,"['acoustic blues', 'blues', 'blues rock', 'country rock', 'modern blues', 'modern blues rock', 'roots rock', 'southern rock']"
367,"['acoustic blues', 'blues', 'blues rock', 'country rock', 'modern blues', 'modern blues rock', 'roots rock', 'southern rock']"
368,"['acoustic blues', 'blues', 'blues rock', 'country rock', 'modern blues', 'modern blues rock', 'roots rock', 'southern rock']"
369,"['acoustic blues', 'blues', 'blues rock', 'country rock', 'modern blues', 'modern blues rock', 'roots rock', 'southern rock']"
